sales_bedrooms,sales_month_year,sales_price,sales_zipcode,rent_bedrooms,rent_month_year,rent_zipcode,rent_inventory,rent_avg_price
2,28-02-2022,310354.06,99577,2,01-02-2024,99577,6,1292
2,28-02-2022,310354.06,99577,2,01-04-2024,99577,6,1547
2,28-02-2022,310354.06,99577,2,01-06-2024,99577,6,2100
2,28-02-2022,310354.06,99577,3,01-06-2018,99577,15,1870
2,28-02-2022,310354.06,99577,3,01-07-2018,99577,22,1963
2,28-02-2022,310354.06,99577,3,01-08-2018,99577,29,1906
2,28-02-2022,310354.06,99577,3,01-09-2018,99577,26,1892
2,28-02-2022,310354.06,99577,3,01-10-2018,99577,31,1866
2,28-02-2022,310354.06,99577,3,01-11-2018,99577,23,1786
2,28-02-2022,310354.06,99577,3,01-12-2018,99577,16,1846
2,28-02-2022,310354.06,99577,3,01-01-2019,99577,13,1871
2,28-02-2022,310354.06,99577,3,01-02-2019,99577,14,1784
2,28-02-2022,310354.06,99577,3,01-03-2019,99577,25,1839
2,28-02-2022,310354.06,99577,3,01-04-2019,99577,22,1963
2,28-02-2022,310354.06,99577,3,01-05-2019,99577,32,1820
2,28-02-2022,310354.06,99577,3,01-06-2019,99577,33,1832
2,28-02-2022,310354.06,99577,3,01-07-2019,99577,28,1939
2,28-02-2022,310354.06,99577,3,01-08-2019,99577,24,1977
2,28-02-2022,310354.06,99577,3,01-09-2019,99577,17,1876
2,28-02-2022,310354.06,99577,3,01-10-2019,99577,17,1810
2,28-02-2022,310354.06,99577,3,01-11-2019,99577,16,1795
2,28-02-2022,310354.06,99577,3,01-12-2019,99577,12,1864
2,28-02-2022,310354.06,99577,3,01-01-2020,99577,12,1878
2,28-02-2022,310354.06,99577,3,01-02-2020,99577,11,1638
2,28-02-2022,310354.06,99577,3,01-03-2020,99577,17,1634
2,28-02-2022,310354.06,99577,3,01-04-2020,99577,22,1738
2,28-02-2022,310354.06,99577,3,01-05-2020,99577,22,1831
2,28-02-2022,310354.06,99577,3,01-06-2020,99577,14,2022
2,28-02-2022,310354.06,99577,3,01-07-2020,99577,13,1994
2,28-02-2022,310354.06,99577,3,01-08-2020,99577,16,1816
2,28-02-2022,310354.06,99577,3,01-09-2020,99577,15,1699
2,28-02-2022,310354.06,99577,3,01-10-2020,99577,10,1852
2,28-02-2022,310354.06,99577,3,01-11-2020,99577,7,1820
2,28-02-2022,310354.06,99577,3,01-12-2020,99577,7,1741
2,28-02-2022,310354.06,99577,3,01-01-2021,99577,10,1686
2,28-02-2022,310354.06,99577,3,01-02-2021,99577,8,2044
2,28-02-2022,310354.06,99577,3,01-03-2021,99577,11,2034
2,28-02-2022,310354.06,99577,3,01-04-2021,99577,14,1989
2,28-02-2022,310354.06,99577,3,01-05-2021,99577,15,1982
2,28-02-2022,310354.06,99577,3,01-06-2021,99577,18,2038
2,28-02-2022,310354.06,99577,3,01-07-2021,99577,10,2103
2,28-02-2022,310354.06,99577,3,01-08-2021,99577,17,2106
2,28-02-2022,310354.06,99577,3,01-09-2021,99577,10,2065
2,28-02-2022,310354.06,99577,3,01-10-2021,99577,6,1896
2,28-02-2022,310354.06,99577,3,01-11-2021,99577,6,1969
2,28-02-2022,310354.06,99577,3,01-05-2022,99577,8,1934
2,28-02-2022,310354.06,99577,3,01-06-2022,99577,12,2361
2,28-02-2022,310354.06,99577,3,01-07-2022,99577,6,2142
2,28-02-2022,310354.06,99577,3,01-08-2022,99577,12,2151
2,28-02-2022,310354.06,99577,3,01-09-2022,99577,9,2252
2,28-02-2022,310354.06,99577,3,01-10-2022,99577,6,2408
2,28-02-2022,310354.06,99577,3,01-11-2022,99577,10,2191
2,28-02-2022,310354.06,99577,3,01-12-2022,99577,12,2241
2,28-02-2022,310354.06,99577,3,01-01-2023,99577,14,2243
2,28-02-2022,310354.06,99577,3,01-02-2023,99577,9,2134
2,28-02-2022,310354.06,99577,3,01-04-2023,99577,8,2091
2,28-02-2022,310354.06,99577,3,01-06-2023,99577,7,1998
2,28-02-2022,310354.06,99577,3,01-07-2023,99577,6,2438
2,28-02-2022,310354.06,99577,3,01-08-2023,99577,21,2329
2,28-02-2022,310354.06,99577,3,01-09-2023,99577,25,2352
2,28-02-2022,310354.06,99577,3,01-10-2023,99577,23,2359
2,28-02-2022,310354.06,99577,3,01-11-2023,99577,18,2341
2,28-02-2022,310354.06,99577,3,01-12-2023,99577,16,2338
2,28-02-2022,310354.06,99577,3,01-01-2024,99577,19,2434
2,28-02-2022,310354.06,99577,3,01-02-2024,99577,11,2465
2,28-02-2022,310354.06,99577,3,01-03-2024,99577,9,2439
2,28-02-2022,310354.06,99577,3,01-04-2024,99577,15,2700
2,28-02-2022,310354.06,99577,3,01-05-2024,99577,14,2621
2,28-02-2022,310354.06,99577,3,01-06-2024,99577,21,2556
2,28-02-2022,310354.06,99577,3,01-07-2024,99577,10,2575
2,28-02-2022,310354.06,99577,4,01-06-2018,99577,8,2386
2,28-02-2022,310354.06,99577,4,01-07-2018,99577,10,2374
2,28-02-2022,310354.06,99577,4,01-08-2018,99577,7,2344
2,28-02-2022,310354.06,99577,4,01-09-2018,99577,13,2374
2,28-02-2022,310354.06,99577,4,01-10-2018,99577,14,2216
2,28-02-2022,310354.06,99577,4,01-11-2018,99577,10,2316
2,28-02-2022,310354.06,99577,4,01-12-2018,99577,6,2225
2,28-02-2022,310354.06,99577,4,01-01-2019,99577,6,2274
2,28-02-2022,310354.06,99577,4,01-02-2019,99577,7,1993
2,28-02-2022,310354.06,99577,4,01-03-2019,99577,10,2181
2,28-02-2022,310354.06,99577,4,01-04-2019,99577,9,2422
2,28-02-2022,310354.06,99577,4,01-05-2019,99577,10,2463
2,28-02-2022,310354.06,99577,4,01-06-2019,99577,14,2321
2,28-02-2022,310354.06,99577,4,01-07-2019,99577,10,2157
2,28-02-2022,310354.06,99577,4,01-08-2019,99577,9,2082
2,28-02-2022,310354.06,99577,4,01-09-2019,99577,6,2145
2,28-02-2022,310354.06,99577,4,01-02-2020,99577,7,2114
2,28-02-2022,310354.06,99577,2,01-12-2023,99577,10,1392
2,28-02-2022,310354.06,99577,4,01-04-2020,99577,6,2300
2,28-02-2022,310354.06,99577,4,01-05-2020,99577,6,2492
2,28-02-2022,310354.06,99577,4,01-07-2020,99577,7,2461
2,28-02-2022,310354.06,99577,4,01-08-2020,99577,7,2333
2,28-02-2022,310354.06,99577,4,01-09-2020,99577,10,2514
2,28-02-2022,310354.06,99577,4,01-10-2020,99577,6,2515
2,28-02-2022,310354.06,99577,4,01-04-2021,99577,6,2444
2,28-02-2022,310354.06,99577,4,01-05-2021,99577,6,2783
2,28-02-2022,310354.06,99577,4,01-06-2021,99577,6,2608
2,28-02-2022,310354.06,99577,4,01-07-2022,99577,6,2689
2,28-02-2022,310354.06,99577,4,01-08-2022,99577,8,2517
2,28-02-2022,310354.06,99577,4,01-08-2023,99577,6,3317
2,28-02-2022,310354.06,99577,4,01-09-2023,99577,6,2800
2,28-02-2022,310354.06,99577,1,30-06-2025,99577,,1667.5
2,28-02-2022,310354.06,99577,2,30-06-2025,99577,,1799.8
2,28-02-2022,310354.06,99577,3,30-06-2025,99577,,2874
2,28-02-2022,310354.06,99577,4,30-06-2025,99577,,4083.33
5,28-02-2022,593544,99577,3,01-04-2023,99577,8,2091
5,28-02-2022,593544,99577,3,01-06-2023,99577,7,1998
5,28-02-2022,593544,99577,3,01-07-2023,99577,6,2438
5,28-02-2022,593544,99577,3,01-08-2023,99577,21,2329
5,28-02-2022,593544,99577,3,01-09-2023,99577,25,2352
5,28-02-2022,593544,99577,3,01-10-2023,99577,23,2359
5,28-02-2022,593544,99577,3,01-11-2023,99577,18,2341
5,28-02-2022,593544,99577,3,01-12-2023,99577,16,2338
5,28-02-2022,593544,99577,3,01-01-2024,99577,19,2434
5,28-02-2022,593544,99577,3,01-02-2024,99577,11,2465
5,28-02-2022,593544,99577,3,01-03-2024,99577,9,2439
5,28-02-2022,593544,99577,3,01-04-2024,99577,15,2700
5,28-02-2022,593544,99577,3,01-05-2024,99577,14,2621
5,28-02-2022,593544,99577,3,01-06-2024,99577,21,2556
5,28-02-2022,593544,99577,3,01-07-2024,99577,10,2575
5,28-02-2022,593544,99577,4,01-06-2018,99577,8,2386
5,28-02-2022,593544,99577,4,01-07-2018,99577,10,2374
5,28-02-2022,593544,99577,4,01-08-2018,99577,7,2344
5,28-02-2022,593544,99577,4,01-09-2018,99577,13,2374
5,28-02-2022,593544,99577,4,01-10-2018,99577,14,2216
5,28-02-2022,593544,99577,4,01-11-2018,99577,10,2316
5,28-02-2022,593544,99577,4,01-12-2018,99577,6,2225
5,28-02-2022,593544,99577,4,01-01-2019,99577,6,2274
5,28-02-2022,593544,99577,4,01-02-2019,99577,7,1993
5,28-02-2022,593544,99577,4,01-03-2019,99577,10,2181
5,28-02-2022,593544,99577,4,01-04-2019,99577,9,2422
5,28-02-2022,593544,99577,4,01-05-2019,99577,10,2463
5,28-02-2022,593544,99577,4,01-06-2019,99577,14,2321
5,28-02-2022,593544,99577,4,01-07-2019,99577,10,2157
5,28-02-2022,593544,99577,4,01-08-2019,99577,9,2082
5,28-02-2022,593544,99577,4,01-09-2019,99577,6,2145
5,28-02-2022,593544,99577,4,01-02-2020,99577,7,2114
5,28-02-2022,593544,99577,4,01-04-2020,99577,6,2300
5,28-02-2022,593544,99577,4,01-05-2020,99577,6,2492
5,28-02-2022,593544,99577,4,01-07-2020,99577,7,2461
5,28-02-2022,593544,99577,4,01-08-2020,99577,7,2333
5,28-02-2022,593544,99577,4,01-09-2020,99577,10,2514
5,28-02-2022,593544,99577,4,01-10-2020,99577,6,2515
5,28-02-2022,593544,99577,4,01-04-2021,99577,6,2444
5,28-02-2022,593544,99577,4,01-05-2021,99577,6,2783
5,28-02-2022,593544,99577,4,01-06-2021,99577,6,2608
5,28-02-2022,593544,99577,4,01-07-2022,99577,6,2689
5,28-02-2022,593544,99577,4,01-08-2022,99577,8,2517
5,28-02-2022,593544,99577,4,01-08-2023,99577,6,3317
5,28-02-2022,593544,99577,4,01-09-2023,99577,6,2800
5,28-02-2022,593544,99577,1,30-06-2025,99577,,1667.5
5,28-02-2022,593544,99577,2,30-06-2025,99577,,1799.8
5,28-02-2022,593544,99577,3,30-06-2025,99577,,2874
5,28-02-2022,593544,99577,4,30-06-2025,99577,,4083.33
4,28-02-2022,476792.38,99577,1,01-10-2018,99577,9,932
2,28-02-2022,310354.06,99577,1,01-10-2018,99577,9,932
2,28-02-2022,310354.06,99577,1,01-11-2018,99577,7,856
2,28-02-2022,310354.06,99577,1,01-12-2018,99577,6,883
2,28-02-2022,310354.06,99577,1,01-01-2019,99577,6,871
2,28-02-2022,310354.06,99577,1,01-04-2019,99577,6,960
2,28-02-2022,310354.06,99577,1,01-11-2022,99577,6,1000
2,28-02-2022,310354.06,99577,1,01-04-2023,99577,9,1353
2,28-02-2022,310354.06,99577,1,01-05-2023,99577,10,1325
2,28-02-2022,310354.06,99577,2,01-07-2018,99577,6,1383
2,28-02-2022,310354.06,99577,2,01-10-2018,99577,10,1620
2,28-02-2022,310354.06,99577,2,01-11-2018,99577,19,1488
2,28-02-2022,310354.06,99577,2,01-12-2018,99577,13,1416
2,28-02-2022,310354.06,99577,2,01-01-2019,99577,15,1419
2,28-02-2022,310354.06,99577,2,01-02-2019,99577,14,1138
2,28-02-2022,310354.06,99577,2,01-03-2019,99577,11,1242
2,28-02-2022,310354.06,99577,2,01-04-2019,99577,9,1244
2,28-02-2022,310354.06,99577,2,01-05-2019,99577,8,1236
2,28-02-2022,310354.06,99577,2,01-06-2019,99577,9,1245
2,28-02-2022,310354.06,99577,2,01-07-2019,99577,7,1031
2,28-02-2022,310354.06,99577,2,01-08-2019,99577,9,1316
2,28-02-2022,310354.06,99577,2,01-09-2019,99577,6,1433
2,28-02-2022,310354.06,99577,2,01-10-2019,99577,6,1332
2,28-02-2022,310354.06,99577,2,01-01-2020,99577,6,1206
2,28-02-2022,310354.06,99577,2,01-02-2020,99577,6,1269
2,28-02-2022,310354.06,99577,2,01-05-2020,99577,8,1375
2,28-02-2022,310354.06,99577,2,01-06-2020,99577,12,1417
2,28-02-2022,310354.06,99577,2,01-07-2020,99577,6,1325
2,28-02-2022,310354.06,99577,2,01-08-2020,99577,6,1329
2,28-02-2022,310354.06,99577,2,01-09-2020,99577,8,1425
2,28-02-2022,310354.06,99577,2,01-10-2020,99577,7,1493
2,28-02-2022,310354.06,99577,2,01-01-2021,99577,10,1396
2,28-02-2022,310354.06,99577,2,01-02-2021,99577,6,1325
2,28-02-2022,310354.06,99577,2,01-03-2021,99577,6,1340
2,28-02-2022,310354.06,99577,2,01-04-2021,99577,8,1574
2,28-02-2022,310354.06,99577,2,01-09-2022,99577,9,1514
2,28-02-2022,310354.06,99577,2,01-10-2022,99577,7,1626
2,28-02-2022,310354.06,99577,2,01-11-2022,99577,12,1348
2,28-02-2022,310354.06,99577,2,01-12-2022,99577,7,1341
2,28-02-2022,310354.06,99577,2,01-01-2023,99577,7,1214
2,28-02-2022,310354.06,99577,2,01-02-2023,99577,7,1175
2,28-02-2022,310354.06,99577,2,01-03-2023,99577,6,1154
2,28-02-2022,310354.06,99577,2,01-04-2023,99577,10,1431
2,28-02-2022,310354.06,99577,2,01-05-2023,99577,13,1589
2,28-02-2022,310354.06,99577,2,01-06-2023,99577,8,1541
2,28-02-2022,310354.06,99577,2,01-07-2023,99577,9,1463
2,28-02-2022,310354.06,99577,2,01-08-2023,99577,9,1491
2,28-02-2022,310354.06,99577,2,01-09-2023,99577,6,1425
2,28-02-2022,310354.06,99577,2,01-10-2023,99577,7,1307
2,28-02-2022,310354.06,99577,2,01-11-2023,99577,9,1301
1,28-02-2022,245831.23,99577,4,30-06-2025,99577,,4083.33
1,28-02-2022,245831.23,99577,3,30-06-2025,99577,,2874
1,28-02-2022,245831.23,99577,2,30-06-2025,99577,,1799.8
1,28-02-2022,245831.23,99577,1,30-06-2025,99577,,1667.5
1,28-02-2022,245831.23,99577,4,01-09-2023,99577,6,2800
1,28-02-2022,245831.23,99577,4,01-08-2023,99577,6,3317
1,28-02-2022,245831.23,99577,4,01-08-2022,99577,8,2517
1,28-02-2022,245831.23,99577,4,01-07-2022,99577,6,2689
1,28-02-2022,245831.23,99577,4,01-06-2021,99577,6,2608
1,28-02-2022,245831.23,99577,4,01-05-2021,99577,6,2783
1,28-02-2022,245831.23,99577,4,01-04-2021,99577,6,2444
1,28-02-2022,245831.23,99577,4,01-10-2020,99577,6,2515
1,28-02-2022,245831.23,99577,4,01-09-2020,99577,10,2514
1,28-02-2022,245831.23,99577,4,01-08-2020,99577,7,2333
1,28-02-2022,245831.23,99577,4,01-07-2020,99577,7,2461
1,28-02-2022,245831.23,99577,4,01-05-2020,99577,6,2492
1,28-02-2022,245831.23,99577,4,01-04-2020,99577,6,2300
1,28-02-2022,245831.23,99577,4,01-02-2020,99577,7,2114
1,28-02-2022,245831.23,99577,4,01-09-2019,99577,6,2145
1,28-02-2022,245831.23,99577,4,01-08-2019,99577,9,2082
1,28-02-2022,245831.23,99577,4,01-07-2019,99577,10,2157
1,28-02-2022,245831.23,99577,4,01-06-2019,99577,14,2321
1,28-02-2022,245831.23,99577,4,01-05-2019,99577,10,2463
1,28-02-2022,245831.23,99577,4,01-04-2019,99577,9,2422
1,28-02-2022,245831.23,99577,4,01-03-2019,99577,10,2181
1,28-02-2022,245831.23,99577,4,01-02-2019,99577,7,1993
1,28-02-2022,245831.23,99577,4,01-01-2019,99577,6,2274
1,28-02-2022,245831.23,99577,4,01-12-2018,99577,6,2225
1,28-02-2022,245831.23,99577,4,01-11-2018,99577,10,2316
1,28-02-2022,245831.23,99577,4,01-10-2018,99577,14,2216
1,28-02-2022,245831.23,99577,4,01-09-2018,99577,13,2374
1,28-02-2022,245831.23,99577,4,01-08-2018,99577,7,2344
1,28-02-2022,245831.23,99577,4,01-07-2018,99577,10,2374
1,28-02-2022,245831.23,99577,4,01-06-2018,99577,8,2386
1,28-02-2022,245831.23,99577,3,01-07-2024,99577,10,2575
1,28-02-2022,245831.23,99577,3,01-06-2024,99577,21,2556
1,28-02-2022,245831.23,99577,3,01-05-2024,99577,14,2621
1,28-02-2022,245831.23,99577,3,01-04-2024,99577,15,2700
1,28-02-2022,245831.23,99577,3,01-03-2024,99577,9,2439
1,28-02-2022,245831.23,99577,3,01-02-2024,99577,11,2465
1,28-02-2022,245831.23,99577,3,01-01-2024,99577,19,2434
1,28-02-2022,245831.23,99577,3,01-12-2023,99577,16,2338
1,28-02-2022,245831.23,99577,3,01-11-2023,99577,18,2341
1,28-02-2022,245831.23,99577,3,01-10-2023,99577,23,2359
1,28-02-2022,245831.23,99577,3,01-09-2023,99577,25,2352
1,28-02-2022,245831.23,99577,3,01-08-2023,99577,21,2329
1,28-02-2022,245831.23,99577,3,01-07-2023,99577,6,2438
1,28-02-2022,245831.23,99577,3,01-06-2023,99577,7,1998
1,28-02-2022,245831.23,99577,3,01-04-2023,99577,8,2091
1,28-02-2022,245831.23,99577,3,01-02-2023,99577,9,2134
1,28-02-2022,245831.23,99577,3,01-01-2023,99577,14,2243
1,28-02-2022,245831.23,99577,3,01-12-2022,99577,12,2241
1,28-02-2022,245831.23,99577,3,01-11-2022,99577,10,2191
1,28-02-2022,245831.23,99577,3,01-10-2022,99577,6,2408
1,28-02-2022,245831.23,99577,3,01-09-2022,99577,9,2252
1,28-02-2022,245831.23,99577,3,01-08-2022,99577,12,2151
1,28-02-2022,245831.23,99577,3,01-07-2022,99577,6,2142
1,28-02-2022,245831.23,99577,3,01-06-2022,99577,12,2361
1,28-02-2022,245831.23,99577,3,01-05-2022,99577,8,1934
1,28-02-2022,245831.23,99577,3,01-11-2021,99577,6,1969
1,28-02-2022,245831.23,99577,3,01-10-2021,99577,6,1896
1,28-02-2022,245831.23,99577,3,01-09-2021,99577,10,2065
1,28-02-2022,245831.23,99577,3,01-08-2021,99577,17,2106
1,28-02-2022,245831.23,99577,3,01-07-2021,99577,10,2103
1,28-02-2022,245831.23,99577,3,01-06-2021,99577,18,2038
1,28-02-2022,245831.23,99577,3,01-05-2021,99577,15,1982
1,28-02-2022,245831.23,99577,3,01-04-2021,99577,14,1989
1,28-02-2022,245831.23,99577,3,01-03-2021,99577,11,2034
1,28-02-2022,245831.23,99577,3,01-02-2021,99577,8,2044
1,28-02-2022,245831.23,99577,3,01-01-2021,99577,10,1686
1,28-02-2022,245831.23,99577,3,01-12-2020,99577,7,1741
1,28-02-2022,245831.23,99577,3,01-11-2020,99577,7,1820
1,28-02-2022,245831.23,99577,3,01-10-2020,99577,10,1852
1,28-02-2022,245831.23,99577,3,01-09-2020,99577,15,1699
1,28-02-2022,245831.23,99577,3,01-08-2020,99577,16,1816
1,28-02-2022,245831.23,99577,3,01-07-2020,99577,13,1994
1,28-02-2022,245831.23,99577,3,01-06-2020,99577,14,2022
1,28-02-2022,245831.23,99577,3,01-05-2020,99577,22,1831
1,28-02-2022,245831.23,99577,3,01-04-2020,99577,22,1738
1,28-02-2022,245831.23,99577,3,01-03-2020,99577,17,1634
1,28-02-2022,245831.23,99577,3,01-02-2020,99577,11,1638
1,28-02-2022,245831.23,99577,1,01-12-2018,99577,6,883
1,28-02-2022,245831.23,99577,3,01-01-2020,99577,12,1878
1,28-02-2022,245831.23,99577,3,01-12-2019,99577,12,1864
1,28-02-2022,245831.23,99577,3,01-11-2019,99577,16,1795
1,28-02-2022,245831.23,99577,3,01-10-2019,99577,17,1810
1,28-02-2022,245831.23,99577,3,01-09-2019,99577,17,1876
1,28-02-2022,245831.23,99577,3,01-08-2019,99577,24,1977
1,28-02-2022,245831.23,99577,3,01-07-2019,99577,28,1939
1,28-02-2022,245831.23,99577,3,01-06-2019,99577,33,1832
1,28-02-2022,245831.23,99577,3,01-05-2019,99577,32,1820
1,28-02-2022,245831.23,99577,3,01-04-2019,99577,22,1963
1,28-02-2022,245831.23,99577,3,01-03-2019,99577,25,1839
1,28-02-2022,245831.23,99577,3,01-02-2019,99577,14,1784
1,28-02-2022,245831.23,99577,3,01-01-2019,99577,13,1871
1,28-02-2022,245831.23,99577,3,01-12-2018,99577,16,1846
1,28-02-2022,245831.23,99577,3,01-11-2018,99577,23,1786
1,28-02-2022,245831.23,99577,3,01-10-2018,99577,31,1866
1,28-02-2022,245831.23,99577,3,01-09-2018,99577,26,1892
1,28-02-2022,245831.23,99577,3,01-08-2018,99577,29,1906
1,28-02-2022,245831.23,99577,3,01-07-2018,99577,22,1963
1,28-02-2022,245831.23,99577,3,01-06-2018,99577,15,1870
1,28-02-2022,245831.23,99577,2,01-06-2024,99577,6,2100
1,28-02-2022,245831.23,99577,2,01-04-2024,99577,6,1547
1,28-02-2022,245831.23,99577,2,01-02-2024,99577,6,1292
1,28-02-2022,245831.23,99577,2,01-01-2024,99577,10,1492
1,28-02-2022,245831.23,99577,2,01-12-2023,99577,10,1392
1,28-02-2022,245831.23,99577,2,01-11-2023,99577,9,1301
1,28-02-2022,245831.23,99577,2,01-10-2023,99577,7,1307
1,28-02-2022,245831.23,99577,2,01-09-2023,99577,6,1425
1,28-02-2022,245831.23,99577,2,01-08-2023,99577,9,1491
1,28-02-2022,245831.23,99577,2,01-07-2023,99577,9,1463
1,28-02-2022,245831.23,99577,2,01-06-2023,99577,8,1541
1,28-02-2022,245831.23,99577,2,01-05-2023,99577,13,1589
1,28-02-2022,245831.23,99577,2,01-04-2023,99577,10,1431
1,28-02-2022,245831.23,99577,2,01-03-2023,99577,6,1154
1,28-02-2022,245831.23,99577,2,01-02-2023,99577,7,1175
1,28-02-2022,245831.23,99577,2,01-01-2023,99577,7,1214
1,28-02-2022,245831.23,99577,2,01-12-2022,99577,7,1341
1,28-02-2022,245831.23,99577,2,01-11-2022,99577,12,1348
1,28-02-2022,245831.23,99577,2,01-10-2022,99577,7,1626
1,28-02-2022,245831.23,99577,2,01-09-2022,99577,9,1514
1,28-02-2022,245831.23,99577,2,01-04-2021,99577,8,1574
1,28-02-2022,245831.23,99577,2,01-03-2021,99577,6,1340
1,28-02-2022,245831.23,99577,2,01-02-2021,99577,6,1325
1,28-02-2022,245831.23,99577,2,01-01-2021,99577,10,1396
1,28-02-2022,245831.23,99577,2,01-10-2020,99577,7,1493
1,28-02-2022,245831.23,99577,2,01-09-2020,99577,8,1425
1,28-02-2022,245831.23,99577,2,01-08-2020,99577,6,1329
1,28-02-2022,245831.23,99577,2,01-07-2020,99577,6,1325
1,28-02-2022,245831.23,99577,2,01-06-2020,99577,12,1417
1,28-02-2022,245831.23,99577,2,01-05-2020,99577,8,1375
1,28-02-2022,245831.23,99577,2,01-02-2020,99577,6,1269
1,28-02-2022,245831.23,99577,2,01-01-2020,99577,6,1206
1,28-02-2022,245831.23,99577,2,01-10-2019,99577,6,1332
1,28-02-2022,245831.23,99577,2,01-09-2019,99577,6,1433
1,28-02-2022,245831.23,99577,2,01-08-2019,99577,9,1316
1,28-02-2022,245831.23,99577,2,01-07-2019,99577,7,1031
1,28-02-2022,245831.23,99577,2,01-06-2019,99577,9,1245
1,28-02-2022,245831.23,99577,2,01-05-2019,99577,8,1236
1,28-02-2022,245831.23,99577,2,01-04-2019,99577,9,1244
1,28-02-2022,245831.23,99577,2,01-03-2019,99577,11,1242
1,28-02-2022,245831.23,99577,2,01-02-2019,99577,14,1138
1,28-02-2022,245831.23,99577,2,01-01-2019,99577,15,1419
1,28-02-2022,245831.23,99577,2,01-12-2018,99577,13,1416
1,28-02-2022,245831.23,99577,2,01-11-2018,99577,19,1488
1,28-02-2022,245831.23,99577,2,01-10-2018,99577,10,1620
1,28-02-2022,245831.23,99577,2,01-07-2018,99577,6,1383
1,28-02-2022,245831.23,99577,1,01-05-2023,99577,10,1325
1,28-02-2022,245831.23,99577,1,01-04-2023,99577,9,1353
1,28-02-2022,245831.23,99577,1,01-11-2022,99577,6,1000
1,28-02-2022,245831.23,99577,1,01-04-2019,99577,6,960
1,28-02-2022,245831.23,99577,1,01-10-2018,99577,9,932
1,28-02-2022,245831.23,99577,1,01-11-2018,99577,7,856
1,28-02-2022,245831.23,99577,1,01-01-2019,99577,6,871
1,31-01-2022,246355.31,99577,3,01-12-2020,99577,7,1741
1,31-01-2022,246355.31,99577,1,01-10-2018,99577,9,932
1,31-01-2022,246355.31,99577,1,01-11-2018,99577,7,856
1,31-01-2022,246355.31,99577,1,01-12-2018,99577,6,883
1,31-01-2022,246355.31,99577,1,01-01-2019,99577,6,871
1,31-01-2022,246355.31,99577,1,01-04-2019,99577,6,960
1,31-01-2022,246355.31,99577,1,01-11-2022,99577,6,1000
1,31-01-2022,246355.31,99577,1,01-04-2023,99577,9,1353
1,31-01-2022,246355.31,99577,1,01-05-2023,99577,10,1325
1,31-01-2022,246355.31,99577,2,01-07-2018,99577,6,1383
1,31-01-2022,246355.31,99577,2,01-10-2018,99577,10,1620
1,31-01-2022,246355.31,99577,2,01-11-2018,99577,19,1488
1,31-01-2022,246355.31,99577,2,01-12-2018,99577,13,1416
1,31-01-2022,246355.31,99577,2,01-01-2019,99577,15,1419
1,31-01-2022,246355.31,99577,2,01-02-2019,99577,14,1138
1,31-01-2022,246355.31,99577,2,01-03-2019,99577,11,1242
1,31-01-2022,246355.31,99577,2,01-04-2019,99577,9,1244
1,31-01-2022,246355.31,99577,2,01-05-2019,99577,8,1236
1,31-01-2022,246355.31,99577,2,01-06-2019,99577,9,1245
1,31-01-2022,246355.31,99577,2,01-07-2019,99577,7,1031
1,31-01-2022,246355.31,99577,2,01-08-2019,99577,9,1316
1,31-01-2022,246355.31,99577,2,01-09-2019,99577,6,1433
1,31-01-2022,246355.31,99577,2,01-10-2019,99577,6,1332
1,31-01-2022,246355.31,99577,2,01-01-2020,99577,6,1206
1,31-01-2022,246355.31,99577,2,01-02-2020,99577,6,1269
1,31-01-2022,246355.31,99577,2,01-05-2020,99577,8,1375
1,31-01-2022,246355.31,99577,2,01-06-2020,99577,12,1417
1,31-01-2022,246355.31,99577,2,01-07-2020,99577,6,1325
1,31-01-2022,246355.31,99577,2,01-08-2020,99577,6,1329
1,31-01-2022,246355.31,99577,2,01-09-2020,99577,8,1425
1,31-01-2022,246355.31,99577,2,01-10-2020,99577,7,1493
1,31-01-2022,246355.31,99577,2,01-01-2021,99577,10,1396
1,31-01-2022,246355.31,99577,2,01-02-2021,99577,6,1325
1,31-01-2022,246355.31,99577,2,01-03-2021,99577,6,1340
1,31-01-2022,246355.31,99577,2,01-04-2021,99577,8,1574
1,31-01-2022,246355.31,99577,2,01-09-2022,99577,9,1514
1,31-01-2022,246355.31,99577,2,01-10-2022,99577,7,1626
1,31-01-2022,246355.31,99577,2,01-11-2022,99577,12,1348
1,31-01-2022,246355.31,99577,2,01-12-2022,99577,7,1341
1,31-01-2022,246355.31,99577,2,01-01-2023,99577,7,1214
1,31-01-2022,246355.31,99577,2,01-02-2023,99577,7,1175
1,31-01-2022,246355.31,99577,2,01-03-2023,99577,6,1154
1,31-01-2022,246355.31,99577,2,01-04-2023,99577,10,1431
1,31-01-2022,246355.31,99577,2,01-05-2023,99577,13,1589
1,31-01-2022,246355.31,99577,2,01-06-2023,99577,8,1541
1,31-01-2022,246355.31,99577,2,01-07-2023,99577,9,1463
1,31-01-2022,246355.31,99577,2,01-08-2023,99577,9,1491
1,31-01-2022,246355.31,99577,2,01-09-2023,99577,6,1425
1,31-01-2022,246355.31,99577,2,01-10-2023,99577,7,1307
1,31-01-2022,246355.31,99577,2,01-11-2023,99577,9,1301
1,31-01-2022,246355.31,99577,2,01-12-2023,99577,10,1392
1,31-01-2022,246355.31,99577,2,01-01-2024,99577,10,1492
1,31-01-2022,246355.31,99577,2,01-02-2024,99577,6,1292
