sales_bedrooms,sales_month_year,sales_price,sales_zipcode,rent_bedrooms,rent_month_year,rent_zipcode,rent_inventory,rent_avg_price
5,29-02-2020,551771.56,99577,3,01-08-2018,99577,29,1906
5,29-02-2020,551771.56,99577,3,01-09-2018,99577,26,1892
5,29-02-2020,551771.56,99577,3,01-10-2018,99577,31,1866
5,29-02-2020,551771.56,99577,3,01-11-2018,99577,23,1786
5,29-02-2020,551771.56,99577,3,01-12-2018,99577,16,1846
5,29-02-2020,551771.56,99577,3,01-01-2019,99577,13,1871
5,29-02-2020,551771.56,99577,3,01-02-2019,99577,14,1784
5,29-02-2020,551771.56,99577,3,01-03-2019,99577,25,1839
5,29-02-2020,551771.56,99577,3,01-04-2019,99577,22,1963
5,29-02-2020,551771.56,99577,3,01-05-2019,99577,32,1820
5,29-02-2020,551771.56,99577,3,01-06-2019,99577,33,1832
5,29-02-2020,551771.56,99577,3,01-07-2019,99577,28,1939
5,29-02-2020,551771.56,99577,3,01-08-2019,99577,24,1977
5,29-02-2020,551771.56,99577,3,01-09-2019,99577,17,1876
5,29-02-2020,551771.56,99577,3,01-10-2019,99577,17,1810
5,29-02-2020,551771.56,99577,3,01-11-2019,99577,16,1795
5,29-02-2020,551771.56,99577,3,01-12-2019,99577,12,1864
5,29-02-2020,551771.56,99577,3,01-01-2020,99577,12,1878
5,29-02-2020,551771.56,99577,3,01-02-2020,99577,11,1638
5,29-02-2020,551771.56,99577,3,01-03-2020,99577,17,1634
5,29-02-2020,551771.56,99577,3,01-04-2020,99577,22,1738
5,29-02-2020,551771.56,99577,3,01-05-2020,99577,22,1831
1,29-02-2020,249495.53,99577,1,01-10-2018,99577,9,932
1,29-02-2020,249495.53,99577,1,01-11-2018,99577,7,856
1,29-02-2020,249495.53,99577,1,01-12-2018,99577,6,883
1,29-02-2020,249495.53,99577,1,01-01-2019,99577,6,871
1,29-02-2020,249495.53,99577,1,01-04-2019,99577,6,960
1,29-02-2020,249495.53,99577,1,01-11-2022,99577,6,1000
1,29-02-2020,249495.53,99577,1,01-04-2023,99577,9,1353
1,29-02-2020,249495.53,99577,1,01-05-2023,99577,10,1325
1,29-02-2020,249495.53,99577,2,01-07-2018,99577,6,1383
1,29-02-2020,249495.53,99577,2,01-10-2018,99577,10,1620
1,29-02-2020,249495.53,99577,2,01-11-2018,99577,19,1488
1,29-02-2020,249495.53,99577,2,01-12-2018,99577,13,1416
1,29-02-2020,249495.53,99577,2,01-01-2019,99577,15,1419
1,29-02-2020,249495.53,99577,2,01-02-2019,99577,14,1138
1,29-02-2020,249495.53,99577,2,01-03-2019,99577,11,1242
1,29-02-2020,249495.53,99577,2,01-04-2019,99577,9,1244
1,29-02-2020,249495.53,99577,2,01-05-2019,99577,8,1236
1,29-02-2020,249495.53,99577,2,01-06-2019,99577,9,1245
1,29-02-2020,249495.53,99577,2,01-07-2019,99577,7,1031
1,29-02-2020,249495.53,99577,2,01-08-2019,99577,9,1316
1,29-02-2020,249495.53,99577,2,01-09-2019,99577,6,1433
1,29-02-2020,249495.53,99577,2,01-10-2019,99577,6,1332
1,29-02-2020,249495.53,99577,2,01-01-2020,99577,6,1206
1,29-02-2020,249495.53,99577,2,01-02-2020,99577,6,1269
1,29-02-2020,249495.53,99577,2,01-05-2020,99577,8,1375
1,29-02-2020,249495.53,99577,2,01-06-2020,99577,12,1417
1,29-02-2020,249495.53,99577,2,01-07-2020,99577,6,1325
1,29-02-2020,249495.53,99577,2,01-08-2020,99577,6,1329
1,29-02-2020,249495.53,99577,2,01-09-2020,99577,8,1425
1,29-02-2020,249495.53,99577,2,01-10-2020,99577,7,1493
1,29-02-2020,249495.53,99577,2,01-01-2021,99577,10,1396
1,29-02-2020,249495.53,99577,2,01-02-2021,99577,6,1325
1,29-02-2020,249495.53,99577,2,01-03-2021,99577,6,1340
1,29-02-2020,249495.53,99577,2,01-04-2021,99577,8,1574
1,29-02-2020,249495.53,99577,2,01-09-2022,99577,9,1514
1,29-02-2020,249495.53,99577,2,01-10-2022,99577,7,1626
1,29-02-2020,249495.53,99577,2,01-11-2022,99577,12,1348
1,29-02-2020,249495.53,99577,2,01-12-2022,99577,7,1341
1,29-02-2020,249495.53,99577,2,01-01-2023,99577,7,1214
1,29-02-2020,249495.53,99577,2,01-02-2023,99577,7,1175
1,29-02-2020,249495.53,99577,2,01-03-2023,99577,6,1154
1,29-02-2020,249495.53,99577,2,01-04-2023,99577,10,1431
1,29-02-2020,249495.53,99577,2,01-05-2023,99577,13,1589
1,29-02-2020,249495.53,99577,2,01-06-2023,99577,8,1541
1,29-02-2020,249495.53,99577,2,01-07-2023,99577,9,1463
1,29-02-2020,249495.53,99577,2,01-08-2023,99577,9,1491
1,29-02-2020,249495.53,99577,2,01-09-2023,99577,6,1425
1,29-02-2020,249495.53,99577,2,01-10-2023,99577,7,1307
1,29-02-2020,249495.53,99577,2,01-11-2023,99577,9,1301
1,29-02-2020,249495.53,99577,2,01-12-2023,99577,10,1392
1,29-02-2020,249495.53,99577,2,01-01-2024,99577,10,1492
1,29-02-2020,249495.53,99577,2,01-02-2024,99577,6,1292
1,29-02-2020,249495.53,99577,2,01-04-2024,99577,6,1547
1,29-02-2020,249495.53,99577,2,01-06-2024,99577,6,2100
1,29-02-2020,249495.53,99577,3,01-06-2018,99577,15,1870
1,29-02-2020,249495.53,99577,3,01-07-2018,99577,22,1963
1,29-02-2020,249495.53,99577,3,01-08-2018,99577,29,1906
1,29-02-2020,249495.53,99577,3,01-09-2018,99577,26,1892
1,29-02-2020,249495.53,99577,3,01-10-2018,99577,31,1866
1,29-02-2020,249495.53,99577,3,01-11-2018,99577,23,1786
1,29-02-2020,249495.53,99577,3,01-12-2018,99577,16,1846
1,29-02-2020,249495.53,99577,3,01-01-2019,99577,13,1871
1,29-02-2020,249495.53,99577,3,01-02-2019,99577,14,1784
1,29-02-2020,249495.53,99577,3,01-03-2019,99577,25,1839
1,29-02-2020,249495.53,99577,3,01-04-2019,99577,22,1963
1,29-02-2020,249495.53,99577,3,01-05-2019,99577,32,1820
1,29-02-2020,249495.53,99577,3,01-06-2019,99577,33,1832
1,29-02-2020,249495.53,99577,3,01-07-2019,99577,28,1939
1,29-02-2020,249495.53,99577,3,01-08-2019,99577,24,1977
1,29-02-2020,249495.53,99577,3,01-09-2019,99577,17,1876
1,29-02-2020,249495.53,99577,3,01-10-2019,99577,17,1810
1,29-02-2020,249495.53,99577,3,01-11-2019,99577,16,1795
1,29-02-2020,249495.53,99577,3,01-12-2019,99577,12,1864
1,29-02-2020,249495.53,99577,3,01-01-2020,99577,12,1878
1,29-02-2020,249495.53,99577,3,01-02-2020,99577,11,1638
1,29-02-2020,249495.53,99577,3,01-03-2020,99577,17,1634
1,29-02-2020,249495.53,99577,3,01-04-2020,99577,22,1738
1,29-02-2020,249495.53,99577,3,01-05-2020,99577,22,1831
1,29-02-2020,249495.53,99577,3,01-06-2020,99577,14,2022
1,29-02-2020,249495.53,99577,3,01-07-2020,99577,13,1994
1,29-02-2020,249495.53,99577,3,01-08-2020,99577,16,1816
1,29-02-2020,249495.53,99577,3,01-09-2020,99577,15,1699
1,29-02-2020,249495.53,99577,3,01-10-2020,99577,10,1852
1,29-02-2020,249495.53,99577,3,01-11-2020,99577,7,1820
1,29-02-2020,249495.53,99577,3,01-12-2020,99577,7,1741
1,29-02-2020,249495.53,99577,3,01-01-2021,99577,10,1686
1,29-02-2020,249495.53,99577,3,01-02-2021,99577,8,2044
1,29-02-2020,249495.53,99577,3,01-03-2021,99577,11,2034
1,29-02-2020,249495.53,99577,3,01-04-2021,99577,14,1989
1,29-02-2020,249495.53,99577,3,01-05-2021,99577,15,1982
1,29-02-2020,249495.53,99577,3,01-06-2021,99577,18,2038
1,29-02-2020,249495.53,99577,3,01-07-2021,99577,10,2103
1,29-02-2020,249495.53,99577,3,01-08-2021,99577,17,2106
1,29-02-2020,249495.53,99577,3,01-09-2021,99577,10,2065
1,29-02-2020,249495.53,99577,3,01-10-2021,99577,6,1896
1,29-02-2020,249495.53,99577,3,01-11-2021,99577,6,1969
1,29-02-2020,249495.53,99577,3,01-05-2022,99577,8,1934
1,29-02-2020,249495.53,99577,3,01-06-2022,99577,12,2361
1,29-02-2020,249495.53,99577,3,01-07-2022,99577,6,2142
1,29-02-2020,249495.53,99577,3,01-08-2022,99577,12,2151
1,29-02-2020,249495.53,99577,3,01-09-2022,99577,9,2252
1,29-02-2020,249495.53,99577,3,01-10-2022,99577,6,2408
1,29-02-2020,249495.53,99577,3,01-11-2022,99577,10,2191
1,29-02-2020,249495.53,99577,3,01-12-2022,99577,12,2241
1,29-02-2020,249495.53,99577,3,01-01-2023,99577,14,2243
1,29-02-2020,249495.53,99577,3,01-02-2023,99577,9,2134
1,29-02-2020,249495.53,99577,3,01-04-2023,99577,8,2091
1,29-02-2020,249495.53,99577,3,01-06-2023,99577,7,1998
1,29-02-2020,249495.53,99577,3,01-07-2023,99577,6,2438
1,29-02-2020,249495.53,99577,3,01-08-2023,99577,21,2329
1,29-02-2020,249495.53,99577,3,01-09-2023,99577,25,2352
1,29-02-2020,249495.53,99577,3,01-10-2023,99577,23,2359
1,29-02-2020,249495.53,99577,3,01-11-2023,99577,18,2341
1,29-02-2020,249495.53,99577,3,01-12-2023,99577,16,2338
1,29-02-2020,249495.53,99577,3,01-01-2024,99577,19,2434
1,29-02-2020,249495.53,99577,3,01-02-2024,99577,11,2465
1,29-02-2020,249495.53,99577,3,01-03-2024,99577,9,2439
1,29-02-2020,249495.53,99577,3,01-04-2024,99577,15,2700
1,29-02-2020,249495.53,99577,3,01-05-2024,99577,14,2621
1,29-02-2020,249495.53,99577,3,01-06-2024,99577,21,2556
1,29-02-2020,249495.53,99577,3,01-07-2024,99577,10,2575
1,29-02-2020,249495.53,99577,4,01-06-2018,99577,8,2386
1,29-02-2020,249495.53,99577,4,01-07-2018,99577,10,2374
1,29-02-2020,249495.53,99577,4,01-08-2018,99577,7,2344
1,29-02-2020,249495.53,99577,4,01-09-2018,99577,13,2374
1,29-02-2020,249495.53,99577,4,01-10-2018,99577,14,2216
1,29-02-2020,249495.53,99577,4,01-11-2018,99577,10,2316
1,29-02-2020,249495.53,99577,4,01-12-2018,99577,6,2225
1,29-02-2020,249495.53,99577,4,01-01-2019,99577,6,2274
1,29-02-2020,249495.53,99577,4,01-02-2019,99577,7,1993
1,29-02-2020,249495.53,99577,4,01-03-2019,99577,10,2181
1,29-02-2020,249495.53,99577,4,01-04-2019,99577,9,2422
1,29-02-2020,249495.53,99577,4,01-05-2019,99577,10,2463
1,29-02-2020,249495.53,99577,4,01-06-2019,99577,14,2321
1,29-02-2020,249495.53,99577,4,01-07-2019,99577,10,2157
1,29-02-2020,249495.53,99577,4,01-08-2019,99577,9,2082
1,29-02-2020,249495.53,99577,4,01-09-2019,99577,6,2145
1,29-02-2020,249495.53,99577,4,01-02-2020,99577,7,2114
1,29-02-2020,249495.53,99577,4,01-04-2020,99577,6,2300
1,29-02-2020,249495.53,99577,4,01-05-2020,99577,6,2492
1,29-02-2020,249495.53,99577,4,01-07-2020,99577,7,2461
1,29-02-2020,249495.53,99577,4,01-08-2020,99577,7,2333
1,29-02-2020,249495.53,99577,4,01-09-2020,99577,10,2514
1,29-02-2020,249495.53,99577,4,01-10-2020,99577,6,2515
1,29-02-2020,249495.53,99577,4,01-04-2021,99577,6,2444
1,29-02-2020,249495.53,99577,4,01-05-2021,99577,6,2783
1,29-02-2020,249495.53,99577,4,01-06-2021,99577,6,2608
1,29-02-2020,249495.53,99577,4,01-07-2022,99577,6,2689
1,29-02-2020,249495.53,99577,4,01-08-2022,99577,8,2517
1,29-02-2020,249495.53,99577,4,01-08-2023,99577,6,3317
1,29-02-2020,249495.53,99577,4,01-09-2023,99577,6,2800
1,29-02-2020,249495.53,99577,1,30-06-2025,99577,,1667.5
1,29-02-2020,249495.53,99577,2,30-06-2025,99577,,1799.8
1,29-02-2020,249495.53,99577,3,30-06-2025,99577,,2874
1,29-02-2020,249495.53,99577,4,30-06-2025,99577,,4083.33
1,31-01-2020,248599.56,99577,3,01-12-2022,99577,12,2241
1,31-01-2020,248599.56,99577,3,01-02-2023,99577,9,2134
1,31-01-2020,248599.56,99577,3,01-04-2023,99577,8,2091
1,31-01-2020,248599.56,99577,3,01-06-2023,99577,7,1998
1,31-01-2020,248599.56,99577,3,01-07-2023,99577,6,2438
1,31-01-2020,248599.56,99577,3,01-08-2023,99577,21,2329
1,31-01-2020,248599.56,99577,3,01-09-2023,99577,25,2352
1,31-01-2020,248599.56,99577,3,01-10-2023,99577,23,2359
1,31-01-2020,248599.56,99577,3,01-11-2023,99577,18,2341
1,31-01-2020,248599.56,99577,3,01-12-2023,99577,16,2338
1,31-01-2020,248599.56,99577,3,01-01-2024,99577,19,2434
1,31-01-2020,248599.56,99577,3,01-02-2024,99577,11,2465
1,31-01-2020,248599.56,99577,3,01-03-2024,99577,9,2439
1,31-01-2020,248599.56,99577,3,01-04-2024,99577,15,2700
1,31-01-2020,248599.56,99577,3,01-05-2024,99577,14,2621
1,31-01-2020,248599.56,99577,3,01-06-2024,99577,21,2556
1,31-01-2020,248599.56,99577,3,01-07-2024,99577,10,2575
1,31-01-2020,248599.56,99577,4,01-06-2018,99577,8,2386
1,31-01-2020,248599.56,99577,4,01-07-2018,99577,10,2374
1,31-01-2020,248599.56,99577,4,01-08-2018,99577,7,2344
1,31-01-2020,248599.56,99577,4,01-09-2018,99577,13,2374
1,31-01-2020,248599.56,99577,4,01-10-2018,99577,14,2216
1,31-01-2020,248599.56,99577,4,01-11-2018,99577,10,2316
1,31-01-2020,248599.56,99577,4,01-12-2018,99577,6,2225
1,31-01-2020,248599.56,99577,4,01-01-2019,99577,6,2274
1,31-01-2020,248599.56,99577,4,01-02-2019,99577,7,1993
1,31-01-2020,248599.56,99577,4,01-03-2019,99577,10,2181
1,31-01-2020,248599.56,99577,4,01-04-2019,99577,9,2422
1,31-01-2020,248599.56,99577,4,01-05-2019,99577,10,2463
1,31-01-2020,248599.56,99577,4,01-06-2019,99577,14,2321
1,31-01-2020,248599.56,99577,4,01-07-2019,99577,10,2157
1,31-01-2020,248599.56,99577,4,01-08-2019,99577,9,2082
1,31-01-2020,248599.56,99577,4,01-09-2019,99577,6,2145
1,31-01-2020,248599.56,99577,4,01-02-2020,99577,7,2114
1,31-01-2020,248599.56,99577,4,01-04-2020,99577,6,2300
1,31-01-2020,248599.56,99577,4,01-05-2020,99577,6,2492
1,31-01-2020,248599.56,99577,4,01-07-2020,99577,7,2461
1,31-01-2020,248599.56,99577,4,01-08-2020,99577,7,2333
1,31-01-2020,248599.56,99577,4,01-09-2020,99577,10,2514
1,31-01-2020,248599.56,99577,4,01-10-2020,99577,6,2515
1,31-01-2020,248599.56,99577,4,01-04-2021,99577,6,2444
1,31-01-2020,248599.56,99577,4,01-05-2021,99577,6,2783
1,31-01-2020,248599.56,99577,4,01-06-2021,99577,6,2608
1,31-01-2020,248599.56,99577,4,01-07-2022,99577,6,2689
1,31-01-2020,248599.56,99577,4,01-08-2022,99577,8,2517
1,31-01-2020,248599.56,99577,4,01-08-2023,99577,6,3317
1,31-01-2020,248599.56,99577,4,01-09-2023,99577,6,2800
1,31-01-2020,248599.56,99577,1,30-06-2025,99577,,1667.5
1,31-01-2020,248599.56,99577,2,30-06-2025,99577,,1799.8
1,31-01-2020,248599.56,99577,3,30-06-2025,99577,,2874
1,31-01-2020,248599.56,99577,4,30-06-2025,99577,,4083.33
1,31-01-2020,248599.56,99577,2,01-01-2019,99577,15,1419
1,31-01-2020,248599.56,99577,2,01-12-2018,99577,13,1416
1,31-01-2020,248599.56,99577,2,01-11-2018,99577,19,1488
1,31-01-2020,248599.56,99577,2,01-10-2018,99577,10,1620
1,31-01-2020,248599.56,99577,2,01-07-2018,99577,6,1383
1,31-01-2020,248599.56,99577,1,01-05-2023,99577,10,1325
1,31-01-2020,248599.56,99577,1,01-04-2023,99577,9,1353
1,31-01-2020,248599.56,99577,1,01-11-2022,99577,6,1000
1,31-01-2020,248599.56,99577,1,01-04-2019,99577,6,960
1,31-01-2020,248599.56,99577,1,01-01-2019,99577,6,871
1,31-01-2020,248599.56,99577,1,01-12-2018,99577,6,883
1,31-01-2020,248599.56,99577,1,01-11-2018,99577,7,856
1,31-01-2020,248599.56,99577,1,01-10-2018,99577,9,932
1,31-01-2020,248599.56,99577,3,01-06-2021,99577,18,2038
1,31-01-2020,248599.56,99577,3,01-07-2021,99577,10,2103
1,31-01-2020,248599.56,99577,3,01-08-2021,99577,17,2106
1,31-01-2020,248599.56,99577,3,01-09-2021,99577,10,2065
1,31-01-2020,248599.56,99577,3,01-10-2021,99577,6,1896
1,31-01-2020,248599.56,99577,3,01-11-2021,99577,6,1969
1,31-01-2020,248599.56,99577,3,01-05-2022,99577,8,1934
1,31-01-2020,248599.56,99577,3,01-06-2022,99577,12,2361
1,31-01-2020,248599.56,99577,3,01-07-2022,99577,6,2142
1,31-01-2020,248599.56,99577,3,01-08-2022,99577,12,2151
1,31-01-2020,248599.56,99577,3,01-09-2022,99577,9,2252
1,31-01-2020,248599.56,99577,3,01-10-2022,99577,6,2408
1,31-01-2020,248599.56,99577,3,01-11-2022,99577,10,2191
1,31-01-2020,248599.56,99577,3,01-01-2023,99577,14,2243
1,31-01-2020,248599.56,99577,3,01-04-2021,99577,14,1989
1,31-01-2020,248599.56,99577,3,01-03-2021,99577,11,2034
1,31-01-2020,248599.56,99577,3,01-02-2021,99577,8,2044
1,31-01-2020,248599.56,99577,3,01-01-2021,99577,10,1686
1,31-01-2020,248599.56,99577,3,01-05-2021,99577,15,1982
1,31-01-2020,248599.56,99577,3,01-12-2020,99577,7,1741
1,31-01-2020,248599.56,99577,3,01-11-2020,99577,7,1820
1,31-01-2020,248599.56,99577,3,01-10-2020,99577,10,1852
1,31-01-2020,248599.56,99577,3,01-09-2020,99577,15,1699
1,31-01-2020,248599.56,99577,3,01-08-2020,99577,16,1816
1,31-01-2020,248599.56,99577,3,01-07-2020,99577,13,1994
1,31-01-2020,248599.56,99577,3,01-06-2020,99577,14,2022
1,31-01-2020,248599.56,99577,3,01-05-2020,99577,22,1831
1,31-01-2020,248599.56,99577,3,01-04-2020,99577,22,1738
1,31-01-2020,248599.56,99577,3,01-03-2020,99577,17,1634
1,31-01-2020,248599.56,99577,3,01-02-2020,99577,11,1638
1,31-01-2020,248599.56,99577,3,01-01-2020,99577,12,1878
1,31-01-2020,248599.56,99577,3,01-12-2019,99577,12,1864
1,31-01-2020,248599.56,99577,3,01-11-2019,99577,16,1795
1,31-01-2020,248599.56,99577,3,01-10-2019,99577,17,1810
1,31-01-2020,248599.56,99577,3,01-09-2019,99577,17,1876
1,31-01-2020,248599.56,99577,3,01-08-2019,99577,24,1977
1,31-01-2020,248599.56,99577,3,01-07-2019,99577,28,1939
1,31-01-2020,248599.56,99577,3,01-06-2019,99577,33,1832
1,31-01-2020,248599.56,99577,3,01-05-2019,99577,32,1820
1,31-01-2020,248599.56,99577,3,01-04-2019,99577,22,1963
1,31-01-2020,248599.56,99577,3,01-03-2019,99577,25,1839
1,31-01-2020,248599.56,99577,3,01-02-2019,99577,14,1784
1,31-01-2020,248599.56,99577,3,01-01-2019,99577,13,1871
1,31-01-2020,248599.56,99577,3,01-12-2018,99577,16,1846
1,31-01-2020,248599.56,99577,3,01-11-2018,99577,23,1786
1,31-01-2020,248599.56,99577,3,01-10-2018,99577,31,1866
1,31-01-2020,248599.56,99577,3,01-09-2018,99577,26,1892
1,31-01-2020,248599.56,99577,3,01-08-2018,99577,29,1906
1,31-01-2020,248599.56,99577,3,01-07-2018,99577,22,1963
1,31-01-2020,248599.56,99577,3,01-06-2018,99577,15,1870
1,31-01-2020,248599.56,99577,2,01-06-2024,99577,6,2100
1,31-01-2020,248599.56,99577,2,01-04-2024,99577,6,1547
1,31-01-2020,248599.56,99577,2,01-02-2024,99577,6,1292
1,31-01-2020,248599.56,99577,2,01-01-2024,99577,10,1492
1,31-01-2020,248599.56,99577,2,01-12-2023,99577,10,1392
1,31-01-2020,248599.56,99577,2,01-11-2023,99577,9,1301
1,31-01-2020,248599.56,99577,2,01-10-2023,99577,7,1307
1,31-01-2020,248599.56,99577,2,01-09-2023,99577,6,1425
1,31-01-2020,248599.56,99577,2,01-08-2023,99577,9,1491
1,31-01-2020,248599.56,99577,2,01-07-2023,99577,9,1463
1,31-01-2020,248599.56,99577,2,01-06-2023,99577,8,1541
1,31-01-2020,248599.56,99577,2,01-05-2023,99577,13,1589
1,31-01-2020,248599.56,99577,2,01-04-2023,99577,10,1431
1,31-01-2020,248599.56,99577,2,01-03-2023,99577,6,1154
1,31-01-2020,248599.56,99577,2,01-02-2023,99577,7,1175
1,31-01-2020,248599.56,99577,2,01-01-2023,99577,7,1214
1,31-01-2020,248599.56,99577,2,01-12-2022,99577,7,1341
1,31-01-2020,248599.56,99577,2,01-11-2022,99577,12,1348
1,31-01-2020,248599.56,99577,2,01-10-2022,99577,7,1626
1,31-01-2020,248599.56,99577,2,01-09-2022,99577,9,1514
1,31-01-2020,248599.56,99577,2,01-04-2021,99577,8,1574
1,31-01-2020,248599.56,99577,2,01-03-2021,99577,6,1340
1,31-01-2020,248599.56,99577,2,01-02-2021,99577,6,1325
1,31-01-2020,248599.56,99577,2,01-01-2021,99577,10,1396
1,31-01-2020,248599.56,99577,2,01-10-2020,99577,7,1493
1,31-01-2020,248599.56,99577,2,01-09-2020,99577,8,1425
1,31-01-2020,248599.56,99577,2,01-08-2020,99577,6,1329
1,31-01-2020,248599.56,99577,2,01-07-2020,99577,6,1325
1,31-01-2020,248599.56,99577,2,01-06-2020,99577,12,1417
1,31-01-2020,248599.56,99577,2,01-05-2020,99577,8,1375
1,31-01-2020,248599.56,99577,2,01-02-2020,99577,6,1269
1,31-01-2020,248599.56,99577,2,01-01-2020,99577,6,1206
1,31-01-2020,248599.56,99577,2,01-10-2019,99577,6,1332
1,31-01-2020,248599.56,99577,2,01-09-2019,99577,6,1433
1,31-01-2020,248599.56,99577,2,01-08-2019,99577,9,1316
1,31-01-2020,248599.56,99577,2,01-07-2019,99577,7,1031
1,31-01-2020,248599.56,99577,2,01-06-2019,99577,9,1245
1,31-01-2020,248599.56,99577,2,01-05-2019,99577,8,1236
1,31-01-2020,248599.56,99577,2,01-04-2019,99577,9,1244
1,31-01-2020,248599.56,99577,2,01-03-2019,99577,11,1242
1,31-01-2020,248599.56,99577,2,01-02-2019,99577,14,1138
3,31-01-2020,370285.62,99577,1,01-10-2018,99577,9,932
3,31-01-2020,370285.62,99577,4,30-06-2025,99577,,4083.33
3,31-01-2020,370285.62,99577,3,30-06-2025,99577,,2874
3,31-01-2020,370285.62,99577,2,30-06-2025,99577,,1799.8
3,31-01-2020,370285.62,99577,1,30-06-2025,99577,,1667.5
3,31-01-2020,370285.62,99577,4,01-09-2023,99577,6,2800
3,31-01-2020,370285.62,99577,4,01-08-2023,99577,6,3317
3,31-01-2020,370285.62,99577,4,01-08-2022,99577,8,2517
3,31-01-2020,370285.62,99577,4,01-07-2022,99577,6,2689
3,31-01-2020,370285.62,99577,4,01-06-2021,99577,6,2608
3,31-01-2020,370285.62,99577,4,01-05-2021,99577,6,2783
3,31-01-2020,370285.62,99577,4,01-04-2021,99577,6,2444
3,31-01-2020,370285.62,99577,4,01-10-2020,99577,6,2515
3,31-01-2020,370285.62,99577,4,01-09-2020,99577,10,2514
3,31-01-2020,370285.62,99577,4,01-08-2020,99577,7,2333
3,31-01-2020,370285.62,99577,4,01-07-2020,99577,7,2461
3,31-01-2020,370285.62,99577,4,01-05-2020,99577,6,2492
3,31-01-2020,370285.62,99577,4,01-04-2020,99577,6,2300
3,31-01-2020,370285.62,99577,4,01-02-2020,99577,7,2114
3,31-01-2020,370285.62,99577,4,01-09-2019,99577,6,2145
3,31-01-2020,370285.62,99577,4,01-08-2019,99577,9,2082
3,31-01-2020,370285.62,99577,4,01-07-2019,99577,10,2157
3,31-01-2020,370285.62,99577,4,01-06-2019,99577,14,2321
3,31-01-2020,370285.62,99577,4,01-05-2019,99577,10,2463
3,31-01-2020,370285.62,99577,4,01-04-2019,99577,9,2422
3,31-01-2020,370285.62,99577,4,01-03-2019,99577,10,2181
3,31-01-2020,370285.62,99577,4,01-02-2019,99577,7,1993
3,31-01-2020,370285.62,99577,4,01-01-2019,99577,6,2274
3,31-01-2020,370285.62,99577,4,01-12-2018,99577,6,2225
3,31-01-2020,370285.62,99577,4,01-11-2018,99577,10,2316
3,31-01-2020,370285.62,99577,4,01-10-2018,99577,14,2216
3,31-01-2020,370285.62,99577,4,01-09-2018,99577,13,2374
3,31-01-2020,370285.62,99577,4,01-08-2018,99577,7,2344
3,31-01-2020,370285.62,99577,4,01-07-2018,99577,10,2374
3,31-01-2020,370285.62,99577,4,01-06-2018,99577,8,2386
3,31-01-2020,370285.62,99577,3,01-07-2024,99577,10,2575
3,31-01-2020,370285.62,99577,3,01-06-2024,99577,21,2556
3,31-01-2020,370285.62,99577,3,01-05-2024,99577,14,2621
3,31-01-2020,370285.62,99577,3,01-04-2024,99577,15,2700
3,31-01-2020,370285.62,99577,3,01-03-2024,99577,9,2439
3,31-01-2020,370285.62,99577,3,01-02-2024,99577,11,2465
3,31-01-2020,370285.62,99577,3,01-01-2024,99577,19,2434
3,31-01-2020,370285.62,99577,3,01-12-2023,99577,16,2338
3,31-01-2020,370285.62,99577,3,01-11-2023,99577,18,2341
3,31-01-2020,370285.62,99577,3,01-10-2023,99577,23,2359
3,31-01-2020,370285.62,99577,3,01-09-2023,99577,25,2352
3,31-01-2020,370285.62,99577,3,01-08-2023,99577,21,2329
3,31-01-2020,370285.62,99577,3,01-07-2023,99577,6,2438
3,31-01-2020,370285.62,99577,3,01-06-2023,99577,7,1998
3,31-01-2020,370285.62,99577,3,01-04-2023,99577,8,2091
3,31-01-2020,370285.62,99577,3,01-02-2023,99577,9,2134
3,31-01-2020,370285.62,99577,3,01-01-2023,99577,14,2243
3,31-01-2020,370285.62,99577,3,01-12-2022,99577,12,2241
3,31-01-2020,370285.62,99577,3,01-11-2022,99577,10,2191
3,31-01-2020,370285.62,99577,3,01-10-2022,99577,6,2408
3,31-01-2020,370285.62,99577,3,01-09-2022,99577,9,2252
3,31-01-2020,370285.62,99577,3,01-08-2022,99577,12,2151
3,31-01-2020,370285.62,99577,3,01-07-2022,99577,6,2142
3,31-01-2020,370285.62,99577,3,01-06-2022,99577,12,2361
3,31-01-2020,370285.62,99577,3,01-05-2022,99577,8,1934
3,31-01-2020,370285.62,99577,3,01-11-2021,99577,6,1969
3,31-01-2020,370285.62,99577,3,01-10-2021,99577,6,1896
3,31-01-2020,370285.62,99577,3,01-09-2021,99577,10,2065
3,31-01-2020,370285.62,99577,3,01-08-2021,99577,17,2106
3,31-01-2020,370285.62,99577,3,01-07-2021,99577,10,2103
3,31-01-2020,370285.62,99577,3,01-06-2021,99577,18,2038
3,31-01-2020,370285.62,99577,3,01-05-2021,99577,15,1982
3,31-01-2020,370285.62,99577,3,01-04-2021,99577,14,1989
3,31-01-2020,370285.62,99577,3,01-03-2021,99577,11,2034
3,31-01-2020,370285.62,99577,3,01-02-2021,99577,8,2044
3,31-01-2020,370285.62,99577,3,01-01-2021,99577,10,1686
3,31-01-2020,370285.62,99577,3,01-12-2020,99577,7,1741
3,31-01-2020,370285.62,99577,3,01-11-2020,99577,7,1820
3,31-01-2020,370285.62,99577,3,01-10-2020,99577,10,1852
3,31-01-2020,370285.62,99577,3,01-09-2020,99577,15,1699
3,31-01-2020,370285.62,99577,3,01-08-2020,99577,16,1816
3,31-01-2020,370285.62,99577,3,01-07-2020,99577,13,1994
